<!-- Created with RosettaNet XSD2ALL 2.3.9 on Fri Aug 22 08:07:48 SGT 2008 -->
,DesignRegistrationConfirmationType,1,1,DesignRegistrationConfirmation
,DesignRegistrationInformationType,2,1,,DesignRegistrationInformation
ud,DatePeriodType,3,0..1,,,DesignEngagementDate
xs,date,4,1,,,,Begin
xs,date,5,1,,,,End
,DesignProjectInformationType,6,1,,,DesignProjectInformation
,DesignAssemblyInformationType,7,1..n,,,,DesignAssemblyInformation
xs,string,8,0..1,,,,,Comments
dmk,DemandCreatorTrackingIdentifierType,9,1,,,,,DemandCreatorTrackingIdentifier
,DesignPartInformationType,10,1..n,,,,,DesignPartInformation
dmk,DemandCreatorTrackingIdentifierType,11,1,,,,,,DemandCreatorTrackingIdentifier
dmk,DesignRegistrationIdentificationType,12,0..1,,,,,,DesignRegistrationIdentification
xs,string,13,0..1,,,,,,,DesignRegistrationIdentifier
ddrn,DesignRegistrationNotificationType,14,1,,,,,,,DesignRegistrationNotification
xs,string,15,1,,,,,,,DesignRegistrationRevision
ud,DatePeriodType,16,0..1,,,,,,,EffectiveRegistrationDate
xs,date,17,1,,,,,,,,Begin
xs,date,18,1,,,,,,,,End
dmk,GeographicRegionType,19,0..1,,,,,,GeographicRegion
uc,CountryType,20,0..n,,,,,,,Country
dgrc,GeographicRegionCodeType,21,0..1,,,,,,,GeographicRegionCode
upi,PartnerDescriptionType,22,0..n,,,,,,PartnerDescription
,,23,1,,,,,,,Choice
upi,FullPartnerType,24,1,,,,,,,,FullPartner
uci,ContactInformationType,25,0..n,,,,,,,,,ContactInformation
xs,string,170,1,,,,,,,,,,Identifier
xs,string,171,0..1,,,,,,,,,,Line
xs,string,172,0..1,,,,,,,,,,Revision
xs,string,173,0..1,,,,,,,,,,SubLine
dmk,DebitAuthorizationNumberType,174,0..1,,,,,,,,,DebitAuthorizationNumber
dmk,DesignCompetitorInformationType,175,0..n,,,,,,,,,DesignCompetitorInformation
xs,string,176,0..1,,,,,,,,,,Comment
xs,string,177,0..1,,,,,,,,,,Name
xs,string,178,0..1,,,,,,,,,,PartNumber
sha,MonetaryAmountType,179,0..1,,,,,,,,,,TargetResaleAmount
rat,AmountTypeType,180,0..1,,,,,,,,,,,AmountType
ume,FinancialAmountType,181,1,,,,,,,,,,,FinancialAmount
xs,float,182,1,,,,,,,,,,,,Amount
ucr,CurrencyType,183,1,,,,,,,,,,,,Currency
rict,InvoiceChargeTypeType,184,0..1,,,,,,,,,,,InvoiceChargeType
rmat,MonetaryAmountTypeType,185,0..1,,,,,,,,,,,MonetaryAmountType
dmk,IsDeveloperToolKitType,186,0..1,,,,,,,,,IsDeveloperToolKit
dmk,IsPartSelectedType,187,1,,,,,,,,,IsPartSelected
dmk,IsRegisterableType,188,1,,,,,,,,,IsRegisterable
sha,ProductQuantityType,189,0..1,,,,,,,,,MinimumOrderQuantity
updi,ProductIdentificationType,190,1,,,,,,,,,ProductIdentification
xs,string,191,0..1,,,,,,,,,,ProductName
xs,string,192,0..1,,,,,,,,,,Revision
,,193,1,,,,,,,,,,Choice
ulc,AlternativeIdentifierType,194,1..n,,,,,,,,,,,AlternativeIdentifier
xs,string,195,1,,,,,,,,,,,,Authority
xs,string,196,1,,,,,,,,,,,,Identifier
udt,GTINType,197,1,,,,,,,,,,,GTIN
dmk,ProductProviderLeadDescriptionType,198,0..1,,,,,,,,,ProductProviderLeadDescription
dmk,ProductProviderLeadTrackingIdentifierType,199,0..1,,,,,,,,,ProductProviderLeadTrackingIdentifier
udt,PercentAmountType,200,0..1,,,,,,,,,RegistrationBonusPercent
dmk,RegistrationStatusType,201,0..1,,,,,,,,,RegistrationStatus
ddwsr,DesignWinStatusReasonType,202,0..1,,,,,,,,,,DesignWinStatusReason
dmk,DesignWinStatusReasonCodeExplanationType,203,0..1,,,,,,,,,,DesignWinStatusReasonCodeExplanation
drsc,RegistrationStatusCodeType,204,1,,,,,,,,,,RegistrationStatusCode
xs,date,205,1,,,,,,,,,,RegistrationStatusDate
sha,ProductPricingType,206,0..1,,,,,,,,,SuggestedResalePrice
sha,MonetaryAmountType,207,1,,,,,,,,,,MonetaryAmount
rat,AmountTypeType,208,0..1,,,,,,,,,,,AmountType
ume,FinancialAmountType,209,1,,,,,,,,,,,FinancialAmount
xs,float,210,1,,,,,,,,,,,,Amount
ucr,CurrencyType,211,1,,,,,,,,,,,,Currency
rict,InvoiceChargeTypeType,212,0..1,,,,,,,,,,,InvoiceChargeType
rmat,MonetaryAmountTypeType,213,0..1,,,,,,,,,,,MonetaryAmountType
rptc,PricingTypeCodeType,214,1,,,,,,,,,,PricingTypeCode
updi,TextualDescriptionType,215,0..1,,,,,,,,,TextualDescription
xs,string,216,0..1,,,,,,,,,,Detail
xs,string,217,1,,,,,,,,,,Primary
xs,string,218,0..1,,,,,,,,,,Summary
sha,ProductPricingType,219,0..1,,,,,,,,,UnitPrice
sha,MonetaryAmountType,220,1,,,,,,,,,,MonetaryAmount
rat,AmountTypeType,221,0..1,,,,,,,,,,,AmountType
ume,FinancialAmountType,222,1,,,,,,,,,,,FinancialAmount
xs,float,223,1,,,,,,,,,,,,Amount
ucr,CurrencyType,224,1,,,,,,,,,,,,Currency
rict,InvoiceChargeTypeType,225,0..1,,,,,,,,,,,InvoiceChargeType
rmat,MonetaryAmountTypeType,226,0..1,,,,,,,,,,,MonetaryAmountType
rptc,PricingTypeCodeType,227,1,,,,,,,,,,PricingTypeCode
dmk,IsDeveloperToolKitType,228,0..1,,,,,,,,IsDeveloperToolKit
dmk,IsPartSelectedType,229,1,,,,,,,,IsPartSelected
dmk,IsRegisterableType,230,1,,,,,,,,IsRegisterable
sha,ProductQuantityType,231,0..1,,,,,,,,MinimumOrderQuantity
updi,ProductIdentificationType,232,1,,,,,,,,ProductIdentification
xs,string,233,0..1,,,,,,,,,ProductName
xs,string,234,0..1,,,,,,,,,Revision
,,235,1,,,,,,,,,Choice
ulc,AlternativeIdentifierType,236,1..n,,,,,,,,,,AlternativeIdentifier
xs,string,237,1,,,,,,,,,,,Authority
xs,string,238,1,,,,,,,,,,,Identifier
udt,GTINType,239,1,,,,,,,,,,GTIN
dmk,ProductProviderLeadDescriptionType,240,0..1,,,,,,,,ProductProviderLeadDescription
dmk,ProductProviderLeadTrackingIdentifierType,241,0..1,,,,,,,,ProductProviderLeadTrackingIdentifier
udt,PercentAmountType,242,0..1,,,,,,,,RegistrationBonusPercent
dmk,RegistrationStatusType,243,1,,,,,,,,RegistrationStatus
ddwsr,DesignWinStatusReasonType,244,0..1,,,,,,,,,DesignWinStatusReason
dmk,DesignWinStatusReasonCodeExplanationType,245,0..1,,,,,,,,,DesignWinStatusReasonCodeExplanation
drsc,RegistrationStatusCodeType,246,1,,,,,,,,,RegistrationStatusCode
xs,date,247,1,,,,,,,,,RegistrationStatusDate
sha,ProductPricingType,248,1,,,,,,,,SuggestedResalePrice
sha,MonetaryAmountType,249,1,,,,,,,,,MonetaryAmount
rat,AmountTypeType,250,0..1,,,,,,,,,,AmountType
ume,FinancialAmountType,251,1,,,,,,,,,,FinancialAmount
xs,float,252,1,,,,,,,,,,,Amount
ucr,CurrencyType,253,1,,,,,,,,,,,Currency
rict,InvoiceChargeTypeType,254,0..1,,,,,,,,,,InvoiceChargeType
rmat,MonetaryAmountTypeType,255,0..1,,,,,,,,,,MonetaryAmountType
rptc,PricingTypeCodeType,256,1,,,,,,,,,PricingTypeCode
updi,TextualDescriptionType,257,0..1,,,,,,,,TextualDescription
xs,string,258,0..1,,,,,,,,,Detail
xs,string,259,1,,,,,,,,,Primary
xs,string,260,0..1,,,,,,,,,Summary
sha,ProductPricingType,261,0..1,,,,,,,,UnitPrice
sha,MonetaryAmountType,262,1,,,,,,,,,MonetaryAmount
rat,AmountTypeType,263,0..1,,,,,,,,,,AmountType
ume,FinancialAmountType,264,1,,,,,,,,,,FinancialAmount
xs,float,265,1,,,,,,,,,,,Amount
ucr,CurrencyType,266,1,,,,,,,,,,,Currency
rict,InvoiceChargeTypeType,267,0..1,,,,,,,,,,InvoiceChargeType
rmat,MonetaryAmountTypeType,268,0..1,,,,,,,,,,MonetaryAmountType
rptc,PricingTypeCodeType,269,1,,,,,,,,,PricingTypeCode
dmk,DeviceProductRegistrationType,270,1,,,,,,,DeviceProductRegistration
ulc,AlternativeIdentifierType,271,0..1,,,,,,,,AlternativeIdentifier
xs,string,272,1,,,,,,,,,Authority
xs,string,273,1,,,,,,,,,Identifier
udc,BusinessDocumentReferenceType,274,0..n,,,,,,,,BusinessDocumentReference
xs,dateTime,275,0..1,,,,,,,,,DateTime
udct,DocumentTypeType,276,1,,,,,,,,,DocumentType
xs,string,277,1,,,,,,,,,Identifier
xs,string,278,0..1,,,,,,,,,Line
xs,string,279,0..1,,,,,,,,,Revision
xs,string,280,0..1,,,,,,,,,SubLine
dmk,DebitAuthorizationNumberType,281,0..1,,,,,,,,DebitAuthorizationNumber
dmk,DesignCompetitorInformationType,282,0..n,,,,,,,,DesignCompetitorInformation
xs,string,283,0..1,,,,,,,,,Comment
xs,string,284,0..1,,,,,,,,,Name
xs,string,285,0..1,,,,,,,,,PartNumber
sha,MonetaryAmountType,286,0..1,,,,,,,,,TargetResaleAmount
rat,AmountTypeType,287,0..1,,,,,,,,,,AmountType
ume,FinancialAmountType,288,1,,,,,,,,,,FinancialAmount
xs,float,289,1,,,,,,,,,,,Amount
ucr,CurrencyType,290,1,,,,,,,,,,,Currency
rict,InvoiceChargeTypeType,291,0..1,,,,,,,,,,InvoiceChargeType
rmat,MonetaryAmountTypeType,292,0..1,,,,,,,,,,MonetaryAmountType
dmk,IsDeveloperToolKitType,293,0..1,,,,,,,,IsDeveloperToolKit
dmk,IsPartSelectedType,294,1,,,,,,,,IsPartSelected
dmk,IsRegisterableType,295,1,,,,,,,,IsRegisterable
sha,ProductQuantityType,296,0..1,,,,,,,,MinimumOrderQuantity
updi,ProductIdentificationType,297,1,,,,,,,,ProductIdentification
xs,string,298,0..1,,,,,,,,,ProductName
xs,string,299,0..1,,,,,,,,,Revision
,,300,1,,,,,,,,,Choice
ulc,AlternativeIdentifierType,301,1..n,,,,,,,,,,AlternativeIdentifier
xs,string,302,1,,,,,,,,,,,Authority
xs,string,303,1,,,,,,,,,,,Identifier
udt,GTINType,304,1,,,,,,,,,,GTIN
dmk,ProductProviderLeadDescriptionType,305,0..1,,,,,,,,ProductProviderLeadDescription
dmk,ProductProviderLeadTrackingIdentifierType,306,0..1,,,,,,,,ProductProviderLeadTrackingIdentifier
udt,PercentAmountType,307,0..1,,,,,,,,RegistrationBonusPercent
dmk,RegistrationStatusType,308,0..1,,,,,,,,RegistrationStatus
ddwsr,DesignWinStatusReasonType,309,0..1,,,,,,,,,DesignWinStatusReason
dmk,DesignWinStatusReasonCodeExplanationType,310,0..1,,,,,,,,,DesignWinStatusReasonCodeExplanation
drsc,RegistrationStatusCodeType,311,1,,,,,,,,,RegistrationStatusCode
xs,date,312,1,,,,,,,,,RegistrationStatusDate
sha,ProductPricingType,313,0..1,,,,,,,,SuggestedResalePrice
sha,MonetaryAmountType,314,1,,,,,,,,,MonetaryAmount
rat,AmountTypeType,315,0..1,,,,,,,,,,AmountType
ume,FinancialAmountType,316,1,,,,,,,,,,FinancialAmount
xs,float,317,1,,,,,,,,,,,Amount
ucr,CurrencyType,318,1,,,,,,,,,,,Currency
rict,InvoiceChargeTypeType,319,0..1,,,,,,,,,,InvoiceChargeType
rmat,MonetaryAmountTypeType,320,0..1,,,,,,,,,,MonetaryAmountType
rptc,PricingTypeCodeType,321,1,,,,,,,,,PricingTypeCode
updi,TextualDescriptionType,322,0..1,,,,,,,,TextualDescription
xs,string,323,0..1,,,,,,,,,Detail
xs,string,324,1,,,,,,,,,Primary
xs,string,325,0..1,,,,,,,,,Summary
sha,ProductPricingType,326,0..1,,,,,,,,UnitPrice
sha,MonetaryAmountType,327,1,,,,,,,,,MonetaryAmount
rat,AmountTypeType,328,0..1,,,,,,,,,,AmountType
ume,FinancialAmountType,329,1,,,,,,,,,,FinancialAmount
xs,float,330,1,,,,,,,,,,,Amount
ucr,CurrencyType,331,1,,,,,,,,,,,Currency
rict,InvoiceChargeTypeType,332,0..1,,,,,,,,,,InvoiceChargeType
rmat,MonetaryAmountTypeType,333,0..1,,,,,,,,,,MonetaryAmountType
rptc,PricingTypeCodeType,334,1,,,,,,,,,PricingTypeCode
dmk,DesignRegistrationIdentificationType,335,0..1,,,,,DesignRegistrationIdentification
xs,string,336,0..1,,,,,,DesignRegistrationIdentifier
ddrn,DesignRegistrationNotificationType,337,1,,,,,,DesignRegistrationNotification
xs,string,338,1,,,,,,DesignRegistrationRevision
ud,DatePeriodType,339,0..1,,,,,,EffectiveRegistrationDate
xs,date,340,1,,,,,,,Begin
xs,date,341,1,,,,,,,End
dmk,GeographicRegionType,342,1,,,,,GeographicRegion
uc,CountryType,343,0..n,,,,,,Country
dgrc,GeographicRegionCodeType,344,0..1,,,,,,GeographicRegionCode
dmk,ProductProviderLeadDescriptionType,345,0..1,,,,,ProductProviderLeadDescription
dmk,ProductProviderLeadTrackingIdentifierType,346,0..1,,,,,ProductProviderLeadTrackingIdentifier
drcl,RegistrationComplexityLevelType,347,0..1,,,,,RegistrationComplexityLevel
dril,RegistrationInvolvementLevelType,348,0..1,,,,,RegistrationInvolvementLevel
dmk,RegistrationStatusType,349,1,,,,,RegistrationStatus
ddwsr,DesignWinStatusReasonType,350,0..1,,,,,,DesignWinStatusReason
dmk,DesignWinStatusReasonCodeExplanationType,351,0..1,,,,,,DesignWinStatusReasonCodeExplanation
drsc,RegistrationStatusCodeType,352,1,,,,,,RegistrationStatusCode
xs,date,353,1,,,,,,RegistrationStatusDate
dmk,DesignProjectDescriptionType,354,1,,,,DesignProjectDescription
xs,string,355,0..1,,,,,ProjectComments
dpms,ProjectMarketSegmentType,356,0..1,,,,,ProjectMarketSegment
xs,string,357,0..1,,,,,ProjectName
updi,TextualDescriptionType,358,0..1,,,,,TextualDescription
xs,string,359,0..1,,,,,,Detail
xs,string,360,1,,,,,,Primary
xs,string,361,0..1,,,,,,Summary
dmk,ProductProviderLeadDescriptionType,362,0..1,,,,ProductProviderLeadDescription
dmk,ProductProviderLeadTrackingIdentifierType,363,0..1,,,,ProductProviderLeadTrackingIdentifier
dmk,ProjectIdentifierType,364,0..1,,,,ProjectIdentifier
dps,ProjectStatusType,365,0..1,,,,ProjectStatus
dmk,RegistrationDispositionType,366,1,,,RegistrationDisposition
ddwsr,DesignWinStatusReasonType,367,0..1,,,,DesignWinStatusReason
dmk,DesignWinStatusReasonCodeExplanationType,368,0..1,,,,DesignWinStatusReasonCodeExplanation
ddp,DispositionType,369,1,,,,Disposition
dmk,RegistrationRenewableStatusType,370,0..1,,,RegistrationRenewableStatus
dmk,IsRegistrationRenewableType,371,1,,,,IsRegistrationRenewable
dmk,RegistrationRenewableDateType,372,0..1,,,,RegistrationRenewableDate
dmk,RegistrationSubmissionDateType,373,0..1,,,RegistrationSubmissionDate
xs,date,374,0..1,,,RenewalRequiredDate
ssdh,DocumentHeaderType,375,0..1,,DocumentHeader
ssdh,CorrelationInformationType,376,0..1,,,CorrelationInformation
ssdh,ContractInformationType,377,0..1,,,,ContractInformation
xs,string,378,0..1,,,,,ContractIdentifier
xs,string,379,0..1,,,,,ContractType
ssdh,RequestingDocumentInformationType,380,0..1,,,,RequestingDocumentInformation
xs,string,381,0..1,,,,,BusinessProcessInstanceIdentifier
xs,dateTime,382,0..1,,,,,RequestingDocumentCreationDateTime
xs,string,383,1,,,,,RequestingDocumentInstanceIdentifier
xs,dateTime,384,0..1,,,,,ResponseDateTime
ssdh,DocumentInformationType,385,1,,,DocumentInformation
xs,dateTime,386,1,,,,Creation
ssdh,DocumentIdentificationType,387,1,,,,DocumentIdentification
xs,string,388,1,,,,,Identifier
xs,string,389,0..1,,,,,Type
,,390,1,,,,,Choice
ssdh,StandardDocumentIdentificationType,391,1,,,,,,StandardDocumentIdentification
xs,string,392,0..1,,,,,,,Standard
xs,string,393,1,,,,,,,Version
ssdh,TpirPipIdentificationType,394,1,,,,,,TpirPipIdentification
sft,TPIRFileTypeType,395,0..1,,,,,,,FileType
udt,DUNSPlus4Type,396,1,,,,,,,PartnerId
ssdh,PipIdentifierType,397,1,,,,,,,PipIdentifier
ssdh,PipVersionType,398,1,,,,,,,PipVersion
ssdh,BusinessProcessIdentifierType,399,0..1,,,,,,,TpirBusinessProcessIdentifier
ssdh,VersionIdentifierType,400,1,,,,,,,TpirPipVersion
xs,anyURI,401,0..1,,,,,,,Uri
ssdh,DocumentManifestType,402,0..1,,,,DocumentManifest
ssdh,ManifestItemType,403,1..n,,,,,ManifestItem
xs,string,404,0..1,,,,,,Description
ul,LanguageType,405,0..1,,,,,,Language
xs,positiveInteger,406,0..1,,,,,,Length
umtq,MimeTypeQualifierType,407,1,,,,,,MimeTypeQualifier
xs,string,408,1,,,,,,UniversalResourceIdentifier
xs,boolean,409,0..1,,,,,MultipleType
xs,positiveInteger,410,1,,,,,NumberOfItems
ssdh,DocumentSecurityType,411,0..1,,,,DocumentSecurity
xs,boolean,412,1,,,,,NonRepudiableReceipt
xs,boolean,413,1,,,,,PersistentEncryption
xs,boolean,414,1,,,,,PersistentSignature
xs,string,415,0..1,,,HeaderVersion
ssdh,ReceiverType,416,1,,,Receiver
ssdh,BusinessServiceInformationType,417,0..1,,,,BusinessServiceInformation
xs,string,418,1,,,,,ActionName
xs,string,419,1,,,,,ProcessIdentifier
xs,string,420,0..1,,,,,ProcessReference
xs,string,421,0..1,,,,,ProcessState
xs,string,422,1,,,,,ServiceName
uci,ContactInformationType,423,0..n,,,,ContactInformation
udt,ContactType,424,1,,,,,Contact
