,MaterialCompositionInformationDistributionType,1,1,MaterialCompositionInformationDistribution
udcmn,BusinessDocumentReferenceType,2,0..1,,AgreementIdentifier
xs,dateTime,3,0..1,,,DateTime
urdmt,DocumentTypeType,4,1,,,DocumentType
xs,string,5,1,,,Identifier
xs,string,6,0..1,,,Line
xs,string,7,0..1,,,Revision
xs,string,8,0..1,,,SubLine
sdctr,DocumentHeaderType,9,1,,DocumentHeader
sdctr,CorrelationInformationType,10,0..1,,,CorrelationInformation
sdctr,ContractInformationType,11,0..1,,,,ContractInformation
xs,decimal,222,1,,,,,,,Percentage
dsgn,ToleranceType,223,0..1,,,,,,PositiveTolerance
xs,decimal,224,1,,,,,,,Absolute
xs,decimal,225,1,,,,,,,Percentage
drnlv,LevelType,226,0..1,,,,,,Type
urntf,UnitOfMeasureType,227,1,,,,,,UnitOfMeasure
xs,float,228,1,,,,,,Value
xs,string,229,0..1,,,,,Name
dsgn,MaterialType,230,0..n,,,,Material
xs,string,231,0..1,,,,,Classification
dsgn,DependentConditionType,232,0..n,,,,,DependentCondition
drnct,ActionCodeType,233,1,,,,,,ActionCode
dsgn,ActualValueType,234,1..n,,,,,,ActualValue
dsgn,ToleranceType,235,0..1,,,,,,,NegativeTolerance
xs,decimal,236,1,,,,,,,,Absolute
xs,decimal,237,1,,,,,,,,Percentage
dsgn,ToleranceType,238,0..1,,,,,,,PositiveTolerance
xs,decimal,239,1,,,,,,,,Absolute
xs,decimal,240,1,,,,,,,,Percentage
drnlv,LevelType,241,0..1,,,,,,,Type
urntf,UnitOfMeasureType,242,1,,,,,,,UnitOfMeasure
xs,float,243,1,,,,,,,Value
xs,string,244,0..1,,,,,,Name
xs,string,245,1,,,,,Identifier
dsgn,MaterialMassType,246,0..1,,,,,MaterialMass
dsgn,MassType,247,0..n,,,,,,Mass
drnlv,LevelType,248,1,,,,,,,Level
dsgn,ValueType,249,1,,,,,,,Value
dsgn,MassPercentageType,250,0..n,,,,,,MassPercentage
drnlv,LevelType,251,1,,,,,,,Level
udtyp,PercentAmountType,252,1,,,,,,,Value
urntf,UnitOfMeasureType,253,1,,,,,,UnitOfMeasure
xs,string,254,0..1,,,,,StandardNumber
dsgn,SubstanceType,255,0..n,,,,,Substance
xs,string,256,0..1,,,,,,Classification
dsgn,DependentConditionType,257,0..n,,,,,,DependentCondition
drnct,ActionCodeType,258,1,,,,,,,ActionCode
dsgn,ActualValueType,259,1..n,,,,,,,ActualValue
dsgn,ToleranceType,260,0..1,,,,,,,,NegativeTolerance
xs,decimal,261,1,,,,,,,,,Absolute
xs,decimal,262,1,,,,,,,,,Percentage
dsgn,ToleranceType,263,0..1,,,,,,,,PositiveTolerance
xs,decimal,264,1,,,,,,,,,Absolute
xs,decimal,265,1,,,,,,,,,Percentage
drnlv,LevelType,266,0..1,,,,,,,,Type
urntf,UnitOfMeasureType,267,1,,,,,,,,UnitOfMeasure
xs,float,268,1,,,,,,,,Value
xs,string,269,0..1,,,,,,,Name
xs,string,270,1,,,,,,Name
dsgn,RadioactivityType,271,0..n,,,,,,Radioactivity
xs,string,272,1,,,,,,,IsotopeNameCode
xs,decimal,273,1,,,,,,,MaxActivityLevel
dsgn,NoteType,274,0..1,,,,,,,RadioactivityNote
xs,decimal,275,1,,,,,,,TypicalActivityLevel
dsgn,SubstanceIdentificationType,276,1,,,,,,SubstanceIdentification
,,277,1,,,,,,,Choice
ulctn,AlternativeIdentifierType,278,1..n,,,,,,,,AlternativeIdentifier
xs,string,279,1,,,,,,,,,Authority
xs,string,280,1,,,,,,,,,Identifier
dsgn,CASType,281,1,,,,,,,,CAS
dsgn,SubstanceMassType,282,1,,,,,,SubstanceMass
dsgn,MassType,283,1..n,,,,,,,Mass
drnlv,LevelType,284,1,,,,,,,,Level
dsgn,ValueType,285,1,,,,,,,,Value
dsgn,MassPercentageType,286,0..n,,,,,,,MassPercentage
drnlv,LevelType,287,1,,,,,,,,Level
udtyp,PercentAmountType,288,1,,,,,,,,Value
urntf,UnitOfMeasureType,289,1,,,,,,,UnitOfMeasure
dsgn,NoteType,290,0..1,,,,,,SubstanceNote
xs,string,291,0..1,,,,,TradeName
xs,string,292,1,,,,,Type
dsgn,SubpartType,293,0..n,,,,Subpart
updtn,ProductDescriptionType,294,1,,,,SubPartIdentifier
xs,string,295,1,,,,,Name
updtn,ProductIdentificationType,296,1..n,,,,,ProductIdentification
xs,string,297,0..1,,,,,,Revision
,,298,1,,,,,,Choice
ulctn,AlternativeIdentifierType,299,1..n,,,,,,,AlternativeIdentifier
xs,string,300,1,,,,,,,,Authority
xs,string,301,1,,,,,,,,Identifier
udtyp,GtinType,302,1,,,,,,,Gtin
updtn,TextualDescriptionType,303,0..1,,,,,TextualDescription
xs,string,304,0..1,,,,,,Detail
xs,string,305,1,,,,,,Primary
xs,string,306,0..1,,,,,,Summary
dsgn,SubstanceType,307,0..n,,,,Substance
xs,string,308,0..1,,,,,Classification
dsgn,DependentConditionType,309,0..n,,,,,DependentCondition
drnct,ActionCodeType,310,1,,,,,,ActionCode
dsgn,ActualValueType,311,1..n,,,,,,ActualValue
dsgn,ToleranceType,312,0..1,,,,,,,NegativeTolerance
xs,decimal,313,1,,,,,,,,Absolute
xs,decimal,314,1,,,,,,,,Percentage
dsgn,ToleranceType,315,0..1,,,,,,,PositiveTolerance
xs,decimal,316,1,,,,,,,,Absolute
xs,decimal,317,1,,,,,,,,Percentage
drnlv,LevelType,318,0..1,,,,,,,Type
urntf,UnitOfMeasureType,319,1,,,,,,,UnitOfMeasure
xs,float,320,1,,,,,,,Value
xs,string,321,0..1,,,,,,Name
xs,string,322,1,,,,,Name
dsgn,RadioactivityType,323,0..n,,,,,Radioactivity
xs,string,324,1,,,,,,IsotopeNameCode
xs,decimal,325,1,,,,,,MaxActivityLevel
dsgn,NoteType,326,0..1,,,,,,RadioactivityNote
xs,decimal,327,1,,,,,,TypicalActivityLevel
dsgn,SubstanceIdentificationType,328,1,,,,,SubstanceIdentification
,,329,1,,,,,,Choice
ulctn,AlternativeIdentifierType,330,1..n,,,,,,,AlternativeIdentifier
xs,string,331,1,,,,,,,,Authority
xs,string,332,1,,,,,,,,Identifier
dsgn,CASType,333,1,,,,,,,CAS
dsgn,SubstanceMassType,334,1,,,,,SubstanceMass
dsgn,MassType,335,1..n,,,,,,Mass
drnlv,LevelType,336,1,,,,,,,Level
dsgn,ValueType,337,1,,,,,,,Value
dsgn,MassPercentageType,338,0..n,,,,,,MassPercentage
drnlv,LevelType,339,1,,,,,,,Level
udtyp,PercentAmountType,340,1,,,,,,,Value
urntf,UnitOfMeasureType,341,1,,,,,,UnitOfMeasure
dsgn,NoteType,342,0..1,,,,,SubstanceNote
dsgn,SubstanceType,343,0..n,,,Substance
xs,string,344,0..1,,,,Classification
dsgn,DependentConditionType,345,0..n,,,,DependentCondition
drnct,ActionCodeType,346,1,,,,,ActionCode
dsgn,ActualValueType,347,1..n,,,,,ActualValue
dsgn,ToleranceType,348,0..1,,,,,,NegativeTolerance
xs,decimal,349,1,,,,,,,Absolute
xs,decimal,350,1,,,,,,,Percentage
dsgn,ToleranceType,351,0..1,,,,,,PositiveTolerance
xs,decimal,352,1,,,,,,,Absolute
xs,decimal,353,1,,,,,,,Percentage
drnlv,LevelType,354,0..1,,,,,,Type
urntf,UnitOfMeasureType,355,1,,,,,,UnitOfMeasure
xs,float,356,1,,,,,,Value
xs,string,357,0..1,,,,,Name
xs,string,358,1,,,,Name
dsgn,RadioactivityType,359,0..n,,,,Radioactivity
xs,string,360,1,,,,,IsotopeNameCode
xs,decimal,361,1,,,,,MaxActivityLevel
dsgn,NoteType,362,0..1,,,,,RadioactivityNote
xs,decimal,363,1,,,,,TypicalActivityLevel
dsgn,SubstanceIdentificationType,364,1,,,,SubstanceIdentification
,,365,1,,,,,Choice
ulctn,AlternativeIdentifierType,366,1..n,,,,,,AlternativeIdentifier
xs,string,367,1,,,,,,,Authority
xs,string,368,1,,,,,,,Identifier
dsgn,CASType,369,1,,,,,,CAS
dsgn,SubstanceMassType,370,1,,,,SubstanceMass
dsgn,MassType,371,1..n,,,,,Mass
drnlv,LevelType,372,1,,,,,,Level
dsgn,ValueType,373,1,,,,,,Value
dsgn,MassPercentageType,374,0..n,,,,,MassPercentage
drnlv,LevelType,375,1,,,,,,Level
udtyp,PercentAmountType,376,1,,,,,,Value
urntf,UnitOfMeasureType,377,1,,,,,UnitOfMeasure
dsgn,NoteType,378,0..1,,,,SubstanceNote
,ProductInformationHeaderType,379,0..1,,ProductInformationHeader
uptrn,KnownPartnerType,380,1..n,,,KnownPartner
uptrn,PartnerIdentificationType,381,1,,,,PartnerIdentification
,,382,1,,,,,Choice
ulctn,AlternativeIdentifierType,383,1..n,,,,,,AlternativeIdentifier
xs,string,384,1,,,,,,,Authority
xs,string,385,1,,,,,,,Identifier
udtyp,DunsType,386,1,,,,,,Duns
udtyp,DunsPlus4Type,387,1,,,,,,DunsPlus4
urrrn,ProcessRoleIdentifierType,388,1,,,,ProcessRoleIdentifier
