<!-- Created with RosettaNet XSD2ALL 2.3.9 on Wed Jul 23 14:56:34 SGT 2008 -->
,AdvanceShipmentNotificationType,1,1,AdvanceShipmentNotification
,AdvanceShipmentType,2,1,,AdvanceShipment
upi,SpecifiedPartnerDescriptionType,3,1,,,PurchasedBy
,,4,1,,,,Choice
upi,SpecifiedFullPartnerType,5,1,,,,,SpecifiedFullPartner
uci,ContactInformationType,6,0..n,,,,,,ContactInformation
udt,GLNType,135,1,,,,,,,,GLN
ulc,PhysicalAddressType,136,0..1,,,,,,PhysicalAddress
xs,string,137,1,,,,,,,AddressLine1
xs,string,138,0..1,,,,,,,AddressLine2
xs,string,139,0..1,,,,,,,AddressLine3
xs,string,140,0..1,,,,,,,AddressLine4
xs,string,141,0..1,,,,,,,AddressLine5
xs,string,142,1,,,,,,,CityName
uc,CountryType,143,1,,,,,,,Country
ucs,CountrySubdivisionType,144,0..1,,,,,,,CountrySubdivision
xs,string,145,0..1,,,,,,,PostalCode
xs,string,146,0..1,,,,,,,PostOfficeBox
upi,SpecifiedIntermittentPartnerType,147,1,,,,,SpecifiedIntermittentPartner
uci,ContactInformationType,148,1,,,,,,ContactInformation
udt,ContactType,149,1,,,,,,,Contact
xs,string,150,0..1,,,,,,,Email
xs,string,151,0..1,,,,,,,Fax
xs,string,152,0..1,,,,,,,Identifier
xs,string,153,0..1,,,,,,,Phone
ulc,PhysicalAddressType,154,1,,,,,,PhysicalAddress
xs,string,155,1,,,,,,,AddressLine1
xs,string,156,0..1,,,,,,,AddressLine2
xs,string,157,0..1,,,,,,,AddressLine3
xs,string,158,0..1,,,,,,,AddressLine4
xs,string,159,0..1,,,,,,,AddressLine5
xs,string,160,1,,,,,,,CityName
uc,CountryType,161,1,,,,,,,Country
ucs,CountrySubdivisionType,162,0..1,,,,,,,CountrySubdivision
xs,string,163,0..1,,,,,,,PostalCode
xs,string,164,0..1,,,,,,,PostOfficeBox
upi,SpecifiedKnownPartnerContactType,165,1,,,,,SpecifiedKnownPartnerContact
uci,ContactInformationType,166,0..n,,,,,,ContactInformation
udt,ContactType,167,1,,,,,,,Contact
xs,string,168,0..1,,,,,,,Email
xs,string,169,0..1,,,,,,,Fax
xs,string,170,0..1,,,,,,,Identifier
xs,string,171,0..1,,,,,,,Phone
upi,SpecifiedKnownPartnerType,172,1,,,,,,SpecifiedKnownPartner
upi,PartnerIdentificationType,173,1,,,,,,,PartnerIdentification
xs,string,174,0..1,,,,,,,,PartnerName
,,175,1,,,,,,,,Choice
ulc,AlternativeIdentifierType,176,1..n,,,,,,,,,AlternativeIdentifier
xs,string,177,1,,,,,,,,,,Authority
xs,string,178,1,,,,,,,,,,Identifier
udt,DUNSType,179,1,,,,,,,,,DUNS
udt,DUNSPlus4Type,180,1,,,,,,,,,DUNSPlus4
udt,GLNType,181,1,,,,,,,,,GLN
upi,SpecifiedNewPartnerType,182,1,,,,,SpecifiedNewPartner
uci,ContactInformationType,183,1..n,,,,,,ContactInformation
udt,ContactType,184,1,,,,,,,Contact
xs,string,185,0..1,,,,,,,Email
xs,string,186,0..1,,,,,,,Fax
xs,string,187,0..1,,,,,,,Identifier
xs,string,188,0..1,,,,,,,Phone
ulc,LocationType,189,1,,,,,,Location
,,190,1,,,,,,,Choice
ulc,AlternativeIdentifierType,191,1..n,,,,,,,,AlternativeIdentifier
xs,string,192,1,,,,,,,,,Authority
xs,string,193,1,,,,,,,,,Identifier
udt,DUNSType,194,1,,,,,,,,DUNS
udt,DUNSPlus4Type,195,1,,,,,,,,DUNSPlus4
udt,GLNType,196,1,,,,,,,,GLN
upi,PartnerIdentificationType,197,1..n,,,,,,PartnerIdentification
xs,string,198,0..1,,,,,,,PartnerName
,,199,1,,,,,,,Choice
ulc,AlternativeIdentifierType,200,1..n,,,,,,,,AlternativeIdentifier
xs,string,201,1,,,,,,,,,Authority
xs,string,202,1,,,,,,,,,Identifier
udt,DUNSType,203,1,,,,,,,,DUNS
udt,DUNSPlus4Type,204,1,,,,,,,,DUNSPlus4
udt,GLNType,205,1,,,,,,,,GLN
ulc,PhysicalAddressType,206,1,,,,,,PhysicalAddress
xs,string,207,1,,,,,,,AddressLine1
xs,string,208,0..1,,,,,,,AddressLine2
xs,string,209,0..1,,,,,,,AddressLine3
xs,string,210,0..1,,,,,,,AddressLine4
xs,string,211,0..1,,,,,,,AddressLine5
xs,string,212,1,,,,,,,CityName
uc,CountryType,213,1,,,,,,,Country
ucs,CountrySubdivisionType,214,0..1,,,,,,,CountrySubdivision
xs,string,215,0..1,,,,,,,PostalCode
xs,string,216,0..1,,,,,,,PostOfficeBox
,ShipmentType,217,1,,,Shipment
sha,SCACType,218,1..n,,,,CarrierCode
ume,FinancialAmountType,219,0..1,,,,FreightAmount
xs,float,220,1,,,,,Amount
ucr,CurrencyType,221,1,,,,,Currency
xs,string,222,0..1,,,,FreightPaymentAccount
xs,string,223,1,,,,Identifier
dic,IncotermsType,224,0..1,,,,Incoterms
xs,float,225,1,,,,NumberOfShippingContainers
dscd,ShipmentChangeDispositionType,226,0..1,,,,ShipmentChangeDisposition
xs,string,227,0..1,,,,ShipmentChangeReason
dl,ShipmentDateType,228,1..n,,,,ShipmentDate
xs,dateTime,229,1,,,,,ShipDate
dsdc,ShipDateCodeType,230,1,,,,,ShipDateCode
dsm,ShipmentModeType,231,0..1,,,,ShipmentMode
,ShippingContainerType,232,1..n,,,,ShippingContainer
xs,string,233,0..1,,,,,Identifier
upd,LinearType,234,0..1,,,,,Linear
upd,MeasureType,235,0..1,,,,,,Height
uuom,UnitOfMeasureType,236,1,,,,,,,UnitOfMeasure
xs,float,237,1,,,,,,,Value
upd,MeasureType,238,0..1,,,,,,Length
uuom,UnitOfMeasureType,239,1,,,,,,,UnitOfMeasure
xs,float,240,1,,,,,,,Value
upd,MeasureType,241,0..1,,,,,,Width
uuom,UnitOfMeasureType,242,1,,,,,,,UnitOfMeasure
xs,float,243,1,,,,,,,Value
dl,MassPhysicalDimensionType,244,0..1,,,,,MassPhysicalDimension
upd,VolumeType,245,0..1,,,,,,Volume
uuom,UnitOfMeasureType,246,1,,,,,,,UnitOfMeasure
xs,float,247,1,,,,,,,Value
uwt,WeightTypeType,248,0..1,,,,,,,Type
upd,WeightType,249,1..n,,,,,,Weight
uuom,UnitOfMeasureType,250,1,,,,,,,UnitOfMeasure
xs,float,251,1,,,,,,,Value
uwt,WeightTypeType,252,0..1,,,,,,,Type
xs,float,253,0..1,,,,,NumberOfShippingContainers
rpkt,PackageTypeType,254,0..1,,,,,PackageType
,ShippingContainerItemType,255,0..n,,,,,ShippingContainerItem
udc,BusinessDocumentReferenceType,256,0..n,,,,,,BusinessDocumentReference
xs,dateTime,257,0..1,,,,,,,DateTime
udct,DocumentTypeType,258,1,,,,,,,DocumentType
xs,string,259,1,,,,,,,Identifier
xs,string,260,0..1,,,,,,,Line
xs,string,261,0..1,,,,,,,Revision
xs,string,262,0..1,,,,,,,SubLine
,DeviceActivationInformationType,263,0..n,,,,,,DeviceActivationInformation
,DeviceActivationNumberType,264,0..n,,,,,,,DeviceActivationNumber
xs,string,265,0..1,,,,,,,,ActivationNumber
xs,string,266,0..1,,,,,,,,CalledNumberIdentifier
,DocumentSubLineLotShipReferenceType,267,1..n,,,,,,DocumentSubLineLotShipReference
xs,dateTime,268,0..1,,,,,,,DateTime
udct,DocumentTypeType,269,1,,,,,,,DocumentType
xs,string,270,1,,,,,,,Identifier
xs,string,271,0..1,,,,,,,Line
xs,string,272,0..1,,,,,,,Revision
xs,string,273,0..1,,,,,,,SubLine
,LotShipReferenceType,274,0..n,,,,,,,LotShipReference
xs,date,275,0..1,,,,,,,,ExpiryDate
dp,LotIdentificationType,276,1,,,,,,,,LotIdentification
uc,CountryType,277,0..n,,,,,,,,,CountryOfOrigin
xs,string,278,0..1,,,,,,,,,LotType
xs,string,279,0..1,,,,,,,,,Primary
xs,string,280,0..1,,,,,,,,,Secondary
dm,LotQuantityType,281,1..n,,,,,,,,LotQuantity
xs,positiveInteger,282,0..1,,,,,,,,,BinNumber
dlqc,LotQuantityClassificationType,283,1,,,,,,,,,LotQuantityClassification
xs,float,284,1,,,,,,,,,Quantity
uuom,UnitOfMeasureType,285,1,,,,,,,,,UnitOfMeasure
xs,string,286,0..1,,,,,,,,ManufacturingDateCode
xs,float,287,0..1,,,,,,,RequestedQuantity
xs,float,288,1,,,,,,,ShippedLotQuantity
ume,FinancialAmountType,289,0..1,,,,,,FreightAmount
xs,float,290,1,,,,,,,Amount
ucr,CurrencyType,291,1,,,,,,,Currency
xs,boolean,292,1,,,,,,HazardousMaterial
dl,HazardousMaterialDescriptionType,293,0..n,,,,,,HazardousMaterialDescription
xs,string,294,1,,,,,,,HazardousMaterialUnitedNationsClassification
xs,string,295,0..1,,,,,,Identifier
dl,ManufacturerProfileType,296,0..n,,,,,,ManufacturerProfile
uc,CountryType,297,0..n,,,,,,,CountryOfOrigin
xs,date,298,0..1,,,,,,,ManufactureDate
xs,string,299,0..n,,,,,,,ProductSerialIdentifier
dnecc,NationalExportControlClassificationType,300,0..n,,,,,,NationalExportControlClassification
xs,string,301,0..1,,,,,,NationalHarmonizedTariffSchedule
xs,float,302,0..1,,,,,,PackageCount
updi,ProductIdentificationType,303,1,,,,,,ProductIdentification
xs,string,304,0..1,,,,,,,ProductName
xs,string,305,0..1,,,,,,,Revision
,,306,1,,,,,,,Choice
ulc,AlternativeIdentifierType,307,1..n,,,,,,,,AlternativeIdentifier
xs,string,308,1,,,,,,,,,Authority
xs,string,309,1,,,,,,,,,Identifier
udt,GTINType,310,1,,,,,,,,GTIN
xs,float,311,1,,,,,,ShippedQuantity
dp,SpecialHandlingInstructionType,312,0..1,,,,,,SpecialHandlingInstruction
dsh,SpecialHandlingType,313,0..n,,,,,,,SpecialHandling
xs,string,314,0..1,,,,,,,Text
xs,string,315,0..n,,,,,,TraceIdentifier
uuom,UnitOfMeasureType,316,1,,,,,,UnitOfMeasure
dp,SpecialHandlingInstructionType,317,0..1,,,,,SpecialHandlingInstruction
dsh,SpecialHandlingType,318,0..n,,,,,,SpecialHandling
xs,string,319,0..1,,,,,,Text
,SubContainerType,320,0..n,,,,,SubContainer
,ShippingContainerType,321,1,,,,,,(ShippingContainer)
dl,TrackingReferenceType,322,0..n,,,,,TrackingReference
xs,string,323,0..1,,,,,,ShipmentTrackingIdentifier
dtrt,TrackingReferenceTypeType,324,0..1,,,,,,TrackingReferenceType
rssl,ShippingServiceLevelType,325,1,,,,ShippingServiceLevel
upi,SpecifiedPartnerDescriptionType,326,1,,,,ShipTo
,,327,1,,,,,Choice
upi,SpecifiedFullPartnerType,328,1,,,,,,SpecifiedFullPartner
uci,ContactInformationType,329,0..n,,,,,,,ContactInformation
udt,ContactType,330,1,,,,,,,,Contact
xs,string,331,0..1,,,,,,,,Email
xs,string,332,0..1,,,,,,,,Fax
xs,string,333,0..1,,,,,,,,Identifier
xs,string,334,0..1,,,,,,,,Phone
ulc,LocationType,335,0..1,,,,,,,Location
,,336,1,,,,,,,,Choice
ulc,AlternativeIdentifierType,337,1..n,,,,,,,,,AlternativeIdentifier
xs,string,338,1,,,,,,,,,,Authority
xs,string,339,1,,,,,,,,,,Identifier
udt,DUNSType,340,1,,,,,,,,,DUNS
udt,DUNSPlus4Type,341,1,,,,,,,,,DUNSPlus4
udt,GLNType,342,1,,,,,,,,,GLN
upi,PartnerIdentificationType,343,0..n,,,,,,,PartnerIdentification
xs,string,344,0..1,,,,,,,,PartnerName
,,345,1,,,,,,,,Choice
ulc,AlternativeIdentifierType,346,1..n,,,,,,,,,AlternativeIdentifier
xs,string,347,1,,,,,,,,,,Authority
xs,string,348,1,,,,,,,,,,Identifier
udt,DUNSType,349,1,,,,,,,,,DUNS
udt,DUNSPlus4Type,350,1,,,,,,,,,DUNSPlus4
udt,GLNType,351,1,,,,,,,,,GLN
ulc,PhysicalAddressType,352,0..1,,,,,,,PhysicalAddress
xs,string,353,1,,,,,,,,AddressLine1
xs,string,354,0..1,,,,,,,,AddressLine2
xs,string,355,0..1,,,,,,,,AddressLine3
xs,string,356,0..1,,,,,,,,AddressLine4
xs,string,357,0..1,,,,,,,,AddressLine5
xs,string,358,1,,,,,,,,CityName
uc,CountryType,359,1,,,,,,,,Country
ucs,CountrySubdivisionType,360,0..1,,,,,,,,CountrySubdivision
xs,string,361,0..1,,,,,,,,PostalCode
xs,string,362,0..1,,,,,,,,PostOfficeBox
upi,SpecifiedIntermittentPartnerType,363,1,,,,,,SpecifiedIntermittentPartner
uci,ContactInformationType,364,1,,,,,,,ContactInformation
udt,ContactType,365,1,,,,,,,,Contact
xs,string,366,0..1,,,,,,,,Email
xs,string,367,0..1,,,,,,,,Fax
xs,string,368,0..1,,,,,,,,Identifier
xs,string,369,0..1,,,,,,,,Phone
ulc,PhysicalAddressType,370,1,,,,,,,PhysicalAddress
xs,string,371,1,,,,,,,,AddressLine1
xs,string,372,0..1,,,,,,,,AddressLine2
xs,string,373,0..1,,,,,,,,AddressLine3
xs,string,374,0..1,,,,,,,,AddressLine4
xs,string,375,0..1,,,,,,,,AddressLine5
xs,string,376,1,,,,,,,,CityName
uc,CountryType,377,1,,,,,,,,Country
ucs,CountrySubdivisionType,378,0..1,,,,,,,,CountrySubdivision
xs,string,379,0..1,,,,,,,,PostalCode
xs,string,380,0..1,,,,,,,,PostOfficeBox
upi,SpecifiedKnownPartnerContactType,381,1,,,,,,SpecifiedKnownPartnerContact
uci,ContactInformationType,382,0..n,,,,,,,ContactInformation
udt,ContactType,383,1,,,,,,,,Contact
xs,string,384,0..1,,,,,,,,Email
xs,string,385,0..1,,,,,,,,Fax
xs,string,386,0..1,,,,,,,,Identifier
xs,string,387,0..1,,,,,,,,Phone
upi,SpecifiedKnownPartnerType,388,1,,,,,,,SpecifiedKnownPartner
upi,PartnerIdentificationType,389,1,,,,,,,,PartnerIdentification
xs,string,390,0..1,,,,,,,,,PartnerName
,,391,1,,,,,,,,,Choice
ulc,AlternativeIdentifierType,392,1..n,,,,,,,,,,AlternativeIdentifier
xs,string,393,1,,,,,,,,,,,Authority
xs,string,394,1,,,,,,,,,,,Identifier
udt,DUNSType,395,1,,,,,,,,,,DUNS
udt,DUNSPlus4Type,396,1,,,,,,,,,,DUNSPlus4
udt,GLNType,397,1,,,,,,,,,,GLN
upi,SpecifiedNewPartnerType,398,1,,,,,,SpecifiedNewPartner
uci,ContactInformationType,399,1..n,,,,,,,ContactInformation
udt,ContactType,400,1,,,,,,,,Contact
xs,string,401,0..1,,,,,,,,Email
xs,string,402,0..1,,,,,,,,Fax
xs,string,403,0..1,,,,,,,,Identifier
xs,string,404,0..1,,,,,,,,Phone
ulc,LocationType,405,1,,,,,,,Location
,,406,1,,,,,,,,Choice
ulc,AlternativeIdentifierType,407,1..n,,,,,,,,,AlternativeIdentifier
xs,string,408,1,,,,,,,,,,Authority
xs,string,409,1,,,,,,,,,,Identifier
udt,DUNSType,410,1,,,,,,,,,DUNS
udt,DUNSPlus4Type,411,1,,,,,,,,,DUNSPlus4
udt,GLNType,412,1,,,,,,,,,GLN
upi,PartnerIdentificationType,413,1..n,,,,,,,PartnerIdentification
xs,string,414,0..1,,,,,,,,PartnerName
,,415,1,,,,,,,,Choice
ulc,AlternativeIdentifierType,416,1..n,,,,,,,,,AlternativeIdentifier
xs,string,417,1,,,,,,,,,,Authority
xs,string,418,1,,,,,,,,,,Identifier
udt,DUNSType,419,1,,,,,,,,,DUNS
udt,DUNSPlus4Type,420,1,,,,,,,,,DUNSPlus4
udt,GLNType,421,1,,,,,,,,,GLN
ulc,PhysicalAddressType,422,1,,,,,,,PhysicalAddress
xs,string,423,1,,,,,,,,AddressLine1
xs,string,424,0..1,,,,,,,,AddressLine2
xs,string,425,0..1,,,,,,,,AddressLine3
xs,string,426,0..1,,,,,,,,AddressLine4
xs,string,427,0..1,,,,,,,,AddressLine5
xs,string,428,1,,,,,,,,CityName
uc,CountryType,429,1,,,,,,,,Country
ucs,CountrySubdivisionType,430,0..1,,,,,,,,CountrySubdivision
xs,string,431,0..1,,,,,,,,PostalCode
xs,string,432,0..1,,,,,,,,PostOfficeBox
dp,SpecialHandlingInstructionType,433,0..1,,,,SpecialHandlingInstruction
dsh,SpecialHandlingType,434,0..n,,,,,SpecialHandling
xs,string,435,0..1,,,,,Text
dl,TrackingReferenceType,436,0..n,,,,TrackingReference
xs,string,437,0..1,,,,,ShipmentTrackingIdentifier
dtrt,TrackingReferenceTypeType,438,0..1,,,,,TrackingReferenceType
upi,SpecifiedPartnerDescriptionType,439,1,,,,TransportedBy
,,440,1,,,,,Choice
upi,SpecifiedFullPartnerType,441,1,,,,,,SpecifiedFullPartner
uci,ContactInformationType,442,0..n,,,,,,,ContactInformation
udt,ContactType,443,1,,,,,,,,Contact
xs,string,444,0..1,,,,,,,,Email
xs,string,445,0..1,,,,,,,,Fax
xs,string,446,0..1,,,,,,,,Identifier
xs,string,447,0..1,,,,,,,,Phone
ulc,LocationType,448,0..1,,,,,,,Location
,,449,1,,,,,,,,Choice
ulc,AlternativeIdentifierType,450,1..n,,,,,,,,,AlternativeIdentifier
xs,string,451,1,,,,,,,,,,Authority
xs,string,452,1,,,,,,,,,,Identifier
udt,DUNSType,453,1,,,,,,,,,DUNS
udt,DUNSPlus4Type,454,1,,,,,,,,,DUNSPlus4
udt,GLNType,455,1,,,,,,,,,GLN
upi,PartnerIdentificationType,456,0..n,,,,,,,PartnerIdentification
xs,string,457,0..1,,,,,,,,PartnerName
,,458,1,,,,,,,,Choice
ulc,AlternativeIdentifierType,459,1..n,,,,,,,,,AlternativeIdentifier
xs,string,460,1,,,,,,,,,,Authority
xs,string,461,1,,,,,,,,,,Identifier
udt,DUNSType,462,1,,,,,,,,,DUNS
udt,DUNSPlus4Type,463,1,,,,,,,,,DUNSPlus4
udt,GLNType,464,1,,,,,,,,,GLN
ulc,PhysicalAddressType,465,0..1,,,,,,,PhysicalAddress
xs,string,466,1,,,,,,,,AddressLine1
xs,string,467,0..1,,,,,,,,AddressLine2
xs,string,468,0..1,,,,,,,,AddressLine3
xs,string,469,0..1,,,,,,,,AddressLine4
xs,string,470,0..1,,,,,,,,AddressLine5
xs,string,471,1,,,,,,,,CityName
uc,CountryType,472,1,,,,,,,,Country
ucs,CountrySubdivisionType,473,0..1,,,,,,,,CountrySubdivision
xs,string,474,0..1,,,,,,,,PostalCode
xs,string,475,0..1,,,,,,,,PostOfficeBox
upi,SpecifiedIntermittentPartnerType,476,1,,,,,,SpecifiedIntermittentPartner
uci,ContactInformationType,477,1,,,,,,,ContactInformation
udt,ContactType,478,1,,,,,,,,Contact
xs,string,479,0..1,,,,,,,,Email
xs,string,480,0..1,,,,,,,,Fax
xs,string,481,0..1,,,,,,,,Identifier
xs,string,482,0..1,,,,,,,,Phone
ulc,PhysicalAddressType,483,1,,,,,,,PhysicalAddress
xs,string,484,1,,,,,,,,AddressLine1
xs,string,485,0..1,,,,,,,,AddressLine2
xs,string,486,0..1,,,,,,,,AddressLine3
xs,string,487,0..1,,,,,,,,AddressLine4
xs,string,488,0..1,,,,,,,,AddressLine5
xs,string,489,1,,,,,,,,CityName
uc,CountryType,490,1,,,,,,,,Country
ucs,CountrySubdivisionType,491,0..1,,,,,,,,CountrySubdivision
xs,string,492,0..1,,,,,,,,PostalCode
xs,string,493,0..1,,,,,,,,PostOfficeBox
upi,SpecifiedKnownPartnerContactType,494,1,,,,,,SpecifiedKnownPartnerContact
uci,ContactInformationType,495,0..n,,,,,,,ContactInformation
udt,ContactType,496,1,,,,,,,,Contact
xs,string,497,0..1,,,,,,,,Email
xs,string,498,0..1,,,,,,,,Fax
xs,string,499,0..1,,,,,,,,Identifier
xs,string,500,0..1,,,,,,,,Phone
upi,SpecifiedKnownPartnerType,501,1,,,,,,,SpecifiedKnownPartner
upi,PartnerIdentificationType,502,1,,,,,,,,PartnerIdentification
xs,string,503,0..1,,,,,,,,,PartnerName
,,504,1,,,,,,,,,Choice
ulc,AlternativeIdentifierType,505,1..n,,,,,,,,,,AlternativeIdentifier
xs,string,506,1,,,,,,,,,,,Authority
xs,string,507,1,,,,,,,,,,,Identifier
udt,DUNSType,508,1,,,,,,,,,,DUNS
udt,DUNSPlus4Type,509,1,,,,,,,,,,DUNSPlus4
udt,GLNType,510,1,,,,,,,,,,GLN
upi,SpecifiedNewPartnerType,511,1,,,,,,SpecifiedNewPartner
uci,ContactInformationType,512,1..n,,,,,,,ContactInformation
udt,ContactType,513,1,,,,,,,,Contact
xs,string,514,0..1,,,,,,,,Email
xs,string,515,0..1,,,,,,,,Fax
xs,string,516,0..1,,,,,,,,Identifier
xs,string,517,0..1,,,,,,,,Phone
ulc,LocationType,518,1,,,,,,,Location
,,519,1,,,,,,,,Choice
